ind,price
687,3184
688,3184
689,3184
690,3184
691,3184
692,3184
693,3184
694,3184
695,3184
696,3184
697,3184
698,3184
699,3184
700,3184
701,3184
702,3184
703,3184
704,3184
705,3184
706,3184
707,3184
708,3184
709,3184
710,3184
711,3184
712,3184
713,3184
714,3184
715,3184
716,3184
717,3184
718,3184
719,3184
720,3184
721,3184
722,3184
723,3184
724,3184
725,3184
726,3184
727,3184
728,3184
729,3184
730,3184
731,3184
732,3184
733,3184
734,3184
735,3184
736,3184
737,3184
738,3184
739,3184
740,3184
741,3184
742,3184
743,3184
744,3184
745,3184
746,3184
747,3184
748,3184
749,3184
750,3184
751,3184
752,3184
753,3184
754,3184
755,3184
756,3184
757,3184
758,3184
759,3184
760,3184
761,3184
762,3184
763,3184
764,3184
765,3184
766,3184
767,3184
768,3184
769,3184
770,3184
771,3184
772,3184
773,3184
774,3184
775,3184
776,3184
777,3184
778,3184
779,3184
780,3184
781,3184
782,3184
783,3184
784,3184
785,3184
786,3184
787,3184
788,3184
789,3184
790,3184
791,3184
792,3184
793,3184
794,3184
795,3184
796,3184
797,3184
798,3184
799,3184
800,3184
801,3184
802,3184
803,3184
804,3184
805,3184
806,3184
807,3184
808,3184
809,3184
810,3184
811,3184
812,3184
813,3184
814,3184
815,3184
816,3184
817,3184
818,3184
819,3184
820,3184
821,3184
822,3184
823,3184
824,3184
825,3184
826,3184
827,3184
828,3184
829,3184
830,3184
831,3184
832,3184
833,3184
834,3184
835,3184
836,3184
837,3184
838,3184
839,3184
840,3184
841,3184
842,3184
843,3184
844,3184
845,3184
846,3184
847,3184
848,3184
849,3184
850,3184
851,3184
852,3184
853,3184
854,3184
855,3184
856,3184
857,3184
858,3184
859,3184
860,3184
861,3184
862,3184
863,3184
864,3184
865,3184
866,3184
867,3184
868,3184
869,3184
870,3184
871,3184
872,3184
873,3184
874,3184
875,3184
876,3184
877,3184
878,3184
879,3184
880,3184
881,3184
882,3184
883,3184
884,3184
885,3184
886,3184
887,3184
888,3184
889,3184
890,3184
891,3184
892,3184
893,3184
894,3184
895,3184
896,3184
897,3184
898,3184
899,3184
900,3184
901,3184
902,3184
903,3184
904,3184
905,3184
906,3184
907,3184
908,3184
909,3184
910,3184
911,3184
912,3184
913,3184
914,3184
915,3184
916,3184
917,3184
918,3184
919,3184
920,3184
921,3184
922,3184
923,3184
924,3184
925,3184
926,3184
927,3184
928,3184
929,3184
930,3184
931,3184
932,3184
933,3184
934,3184
935,3184
936,3184
937,3184
938,3184
939,3184
940,3184
941,3184
942,3184
943,3184
944,3184
945,3184
946,3184
947,3184
948,3184
949,3184
950,3184
951,3184
952,3184
953,3184
954,3184
955,3184
956,3184
957,3184
958,3184
959,3184
960,3184
961,3184
962,3184
963,3184
964,3184
965,3184
966,3184
967,3184
968,3184
969,3184
970,3184
971,3184
972,3184
973,3184
974,3184
975,3184
976,3184
977,3184
978,3184
979,3184
980,3184
981,3184
982,3184
983,3184
984,3184
985,3184
986,3184
987,3184
988,3184
989,3184
990,3184
991,3184
992,3184
993,3184
994,3184
995,3184
996,3184
997,3184
998,3184
999,3184
1000,3184
1001,3184
1002,3184
1003,3184
1004,3184
1005,3184
1006,3184
1007,3184
1008,3184
1009,3184
1010,3184
1011,3184
1012,3184
1013,3184
1014,3184
1015,3184
1016,3184
1017,3184
1018,3184
1019,3184
1020,3184
1021,3184
1022,3184
1023,3184
1024,3184
1025,3184
1026,3184
1027,3184
1028,3184
1029,3184
1030,3184
1031,3184
1032,3184
1033,3184
1034,3184
1035,3184
1036,3184
1037,3184
1038,3184
1039,3184
1040,3184
1041,3184
1042,3184
1043,3184
1044,3184
1045,3184
1046,3184
1047,3184
1048,3184
1049,3184
1050,3184
1051,3184
1052,3184
1053,3184
1054,3184
1055,3184
1056,3184
1057,3184
1058,3184
1059,3184
1060,3184
1061,3184
1062,3184
1063,3184
1064,3184
1065,3184
1066,3184
1067,3184
1068,3184
1069,3184
1070,3184
1071,3184
1072,3184
1073,3184
1074,3184
1075,3184
1076,3184
1077,3184
1078,3184
1079,3184
1080,3184
1081,3184
1082,3184
1083,3184
1084,3184
1085,3184
1086,3184
1087,3184
1088,3184
1089,3184
1090,3184
1091,3184
1092,3184
1093,3184
1094,3184
1095,3184
1096,3184
1097,3184
1098,3184
1099,3184
1100,3184
1101,3184
1102,3184
1103,3184
1104,3184
1105,3184
1106,3184
1107,3184
1108,3184
1109,3184
1110,3184
1111,3184
1112,3184
1113,3184
1114,3184
1115,3184
1116,3184
1117,3184
1118,3184
1119,3184
1120,3184
1121,3184
1122,3184
1123,3184
1124,3184
1125,3184
1126,3184
1127,3184
1128,3184
1129,3184
1130,3184
1131,3184
1132,3184
1133,3184
1134,3184
1135,3184
1136,3184
1137,3184
1138,3184
1139,3184
1140,3184
1141,3184
1142,3184
1143,3184
1144,3184
1145,3184
1146,3184
1147,3184
1148,3184
1149,3184
1150,3184
1151,3184
1152,3184
1153,3184
1154,3184
1155,3184
1156,3184
1157,3184
1158,3184
1159,3184
1160,3184
1161,3184
1162,3184
1163,3184
1164,3184
1165,3184
1166,3184
1167,3184
1168,3184
1169,3184
1170,3184
1171,3184
1172,3184
1173,3184
1174,3184
1175,3184
1176,3184
1177,3184
1178,3184
1179,3184
1180,3184
1181,3184
1182,3184
1183,3184
1184,3184
1185,3184
1186,3184
1187,3184
1188,3184
1189,3184
1190,3184
1191,3184
1192,3184
1193,3184
1194,3184
1195,3184
1196,3184
1197,3184
1198,3184
1199,3184
1200,3184
1201,3184
1202,3184
1203,3184
1204,3184
1205,3184
1206,3184
1207,3184
1208,3184
1209,3184
1210,3184
1211,3184
1212,3184
1213,3184
1214,3184
1215,3184
1216,3184
1217,3184
1218,3184
1219,3184
1220,3184
1221,3184
1222,3184
1223,3184
1224,3184
1225,3184
1226,3184
1227,3184
1228,3184
1229,3184
1230,3184
1231,3184
1232,3184
1233,3184
1234,3184
1235,3184
1236,3184
1237,3184
1238,3184
1239,3184
1240,3184
1241,3184
1242,3184
1243,3184
1244,3184
1245,3184
1246,3184
1247,3184
1248,3184
1249,3184
1250,3184
1251,3184
1252,3184
1253,3184
1254,3184
1255,3184
1256,3184
1257,3184
1258,3184
1259,3184
1260,3184
1261,3184
1262,3184
1263,3184
1264,3184
1265,3184
1266,3184
1267,3184
1268,3184
1269,3184
1270,3184
1271,3184
1272,3184
1273,3184
1274,3184
1275,3184
1276,3184
1277,3184
1278,3184
1279,3184
1280,3184
1281,3184
1282,3184
1283,3184
1284,3184
1285,3184
1286,3184
1287,3184
1288,3184
1289,3184
1290,3184
1291,3184
1292,3184
1293,3184
1294,3184
1295,3184
1296,3184
1297,3184
1298,3184
1299,3184
1300,3184
1301,3184
1302,3184
1303,3184
1304,3184
1305,3184
1306,3184
1307,3184
1308,3184
1309,3184
1310,3184
1311,3184
1312,3184
1313,3184
1314,3184
1315,3184
1316,3184
1317,3184
1318,3184
1319,3184
1320,3184
1321,3184
1322,3184
1323,3184
1324,3184
1325,3184
1326,3184
1327,3184
1328,3184
1329,3184
1330,3184
1331,3184
1332,3184
1333,3184
1334,3184
1335,3184
1336,3184
1337,3184
1338,3184
1339,3184
1340,3184
1341,3184
1342,3184
1343,3184
1344,3184
1345,3184
1346,3184
1347,3184
1348,3184
1349,3184
1350,3184
1351,3184
1352,3184
1353,3184
1354,3184
1355,3184
1356,3184
1357,3184
1358,3184
1359,3184
1360,3184
1361,3184
1362,3184
1363,3184
1364,3184
1365,3184
1366,3184
1367,3184
1368,3184
1369,3184
1370,3184
1371,3184
1372,3184
1373,3184
1374,3184
1375,3184
1376,3184
1377,3184
1378,3184
1379,3184
1380,3184
1381,3184
1382,3184
1383,3184
1384,3184
1385,3184
1386,3184
1387,3184
1388,3184
1389,3184
1390,3184
1391,3184
1392,3184
1393,3184
1394,3184
1395,3184
1396,3184
1397,3184
1398,3184
1399,3184
1400,3184
1401,3184
1402,3184
1403,3184
1404,3184
1405,3184
1406,3184
1407,3184
1408,3184
1409,3184
1410,3184
1411,3184
1412,3184
1413,3184
1414,3184
1415,3184
1416,3184
1417,3184
1418,3184
1419,3184
1420,3184
1421,3184
1422,3184
1423,3184
1424,3184
1425,3184
1426,3184
1427,3184
1428,3184
1429,3184
1430,3184
1431,3184
1432,3184
1433,3184
1434,3184
1435,3184
1436,3184
1437,3184
1438,3184
1439,3184
1440,3184
1441,3184
